batch_size,blank_count,cell_accuracy,checkpoint,clue_violations,complete_valid,dataset,elapsed_ms,exact,example_id,experiment,invalid,method,runtime_multiplier,seed,unit_conflicts,votes
3,5,0.8765432098765432,checkpoints/sudoku_extreme_hf/checkpoint,8,1,blanks_5,389.4556750000078,0,1,test_time_voting,1,single,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,389.4556750000078,1,1,test_time_voting,0,majority,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,389.4556750000078,1,1,test_time_voting,0,rerank,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,380.39145300000143,1,2,test_time_voting,0,single,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,380.39145300000143,1,2,test_time_voting,0,majority,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,380.39145300000143,1,2,test_time_voting,0,rerank,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,401.2230010000053,1,3,test_time_voting,0,single,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,401.2230010000053,1,3,test_time_voting,0,majority,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,401.2230010000053,1,3,test_time_voting,0,rerank,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,451.9446620000025,1,4,test_time_voting,0,single,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,451.9446620000025,1,4,test_time_voting,0,majority,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,451.9446620000025,1,4,test_time_voting,0,rerank,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,430.7034019999918,1,5,test_time_voting,0,single,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,430.7034019999918,1,5,test_time_voting,0,majority,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,430.7034019999918,1,5,test_time_voting,0,rerank,3,0,0,3
3,5,0.8641975308641975,checkpoints/sudoku_extreme_hf/checkpoint,9,1,blanks_5,440.98660999999595,0,6,test_time_voting,1,single,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,440.98660999999595,1,6,test_time_voting,0,majority,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,440.98660999999595,1,6,test_time_voting,0,rerank,3,0,0,3
3,5,0.9012345679012346,checkpoints/sudoku_extreme_hf/checkpoint,7,1,blanks_5,373.8674599999996,0,7,test_time_voting,1,single,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,373.8674599999996,1,7,test_time_voting,0,majority,3,0,0,3
3,5,1.0,checkpoints/sudoku_extreme_hf/checkpoint,0,1,blanks_5,373.8674599999996,1,7,test_time_voting,0,rerank,3,0,0,3
3,5,0.8024691358024691,checkpoints/sudoku_extreme_hf/checkpoint,11,1,blanks_5,402.2415159999895,0,8,test_time_voting,1,single,3,0,0,3
